Session1,Block#,Alert RT Medain,% L Mean,% L SD,95% CI, % FS Mean,% FS SD,% FS 95% CI
,Block1,296.0893467949427,1.4763006782446841,1.536066496975693,0.6732108246187344,1.3132271050655386,1.9495492988381775,0.8544276525070863
,Block2,301.24949056503,2.5059845572614305,2.0965315799362747,0.9188454774236586,1.663455962992115,2.0409610524075448,0.894490619912105


Session2,Block#,Alert RT Medain,% L Mean,% L SD,95% CI, % FS Mean,% FS SD,% FS 95% CI
,Block1,294.8108672400679,1.0513819928217971,1.58096376593116,0.6928879203148834,0.8247260015117158,1.201621392440997,0.5266337948763401
,Block2,299.8793938240539,1.7257142669013292,1.895296321815208,0.8306502369644879,1.4872863249042185,2.1409944249933255,0.9383321784516974


Session3,Block#,Alert RT Medain,% L Mean,% L SD,95% CI, % FS Mean,% FS SD,% FS 95% CI
,Block1,298.97193159249014,0.9535637681066081,1.2935778819670882,0.5669355033406472,1.360425726983425,1.9578383658867402,0.8580604963156518
,Block2,306.50126137454663,2.2655747510863486,1.8985542445913746,0.8320780845759067,2.4596894038614137,1.9518489505677674,0.8554355193151062


Session4,Block#,Alert RT Medain,% L Mean,% L SD,95% CI, % FS Mean,% FS SD,% FS 95% CI
,Block1,300.7792304949305,1.9181711389221356,2.00278493610291,0.8777591992419811,1.3090143639466747,1.735317872514805,0.7605365902006298
,Block2,314.79239680652427,2.7169433183522744,2.1658079625233593,0.9492071907608596,2.491088163522221,2.7109422659803157,1.188122833202623


Session5,Block#,Alert RT Medain,% L Mean,% L SD,95% CI, % FS Mean,% FS SD,% FS 95% CI
,Block1,297.7566889704008,0.7659130621665312,1.2825432643496726,0.5620993689413888,0.6342512182177835,0.9945148728099676,0.4358653606065784
,Block2,302.10247912325485,1.648477788228308,1.992279471995171,0.8731549765934838,2.7328943640128256,2.109616785460911,0.9245803215979765


Session6,Block#,Alert RT Medain,% L Mean,% L SD,95% CI, % FS Mean,% FS SD,% FS 95% CI
,Block1,295.8225306065856,0.625180923433203,1.1904846526903605,0.5217529034788313,1.4491315999110095,2.005739300207612,0.879054006399787
,Block2,302.4158498464317,1.818106749178918,1.635079497809561,0.7166051855208058,1.5634751634233712,1.49251874833763,0.6541251822792651


Session7,Block#,Alert RT Medain,% L Mean,% L SD,95% CI, % FS Mean,% FS SD,% FS 95% CI
,Block1,292.7639732914372,0.7131828316610924,1.1905788795616852,0.5217942002259908,1.3525357689799682,1.538801636565619,0.6744095523967353
,Block2,307.2677866012782,2.164419557897819,1.7964079793520344,0.7873105100022207,2.2597335130521987,1.9712942776807658,0.8639578096759054


Session8,Block#,Alert RT Medain,% L Mean,% L SD,95% CI, % FS Mean,% FS SD,% FS 95% CI
,Block1,299.3964808828423,1.692772483085685,1.6209885914447133,0.7104295735195145,0.8390041101799395,1.5587482121567464,0.6831515245889948
,Block2,305.13539660782953,2.9953717200622516,2.333380419308511,1.0226490580483956,2.0454725483499634,1.6974748439106835,0.743951151651706


Session9,Block#,Alert RT Medain,% L Mean,% L SD,95% CI, % FS Mean,% FS SD,% FS 95% CI
,Block1,288.5880550712045,1.3318545137446287,1.6672017217782706,0.7306833708917773,1.2055088528492786,1.636439026487176,0.7172010252347453
,Block2,298.58688029028144,2.365158616519498,2.433392075651883,1.0664810990251163,1.657609478241829,1.2912554261468898,0.5659176421992613


Session10,Block#,Alert RT Medain,% L Mean,% L SD,95% CI, % FS Mean,% FS SD,% FS 95% CI
,Block1,289.79869501572466,1.1542149032512568,1.6131191404215952,0.7069806345425882,0.9157092268345466,1.3885750241905337,0.6085698366058958
,Block2,302.5557820178392,1.8092102632844913,1.8996309787389298,0.8325499841224422,1.5978879222375886,1.8200796504321222,0.7976850772747348


Session11,Block#,Alert RT Medain,% L Mean,% L SD,95% CI, % FS Mean,% FS SD,% FS 95% CI
,Block1,293.02571283697034,1.039271210274949,1.2567886963897026,0.5508119318622209,0.7310779384217455,1.404842159264535,0.6156992228915249
,Block2,307.58204527644466,2.322499227594494,2.246413827856063,0.9845342688376066,1.2506692597987807,1.5947113008686915,0.6989130431529846


Session12,Block#,Alert RT Medain,% L Mean,% L SD,95% CI, % FS Mean,% FS SD,% FS 95% CI
,Block1,300.08770573440415,1.6887134175990255,1.9858342916192213,0.870330251749701,2.027224602334114,2.506719878743793,1.0986184256865457
